"","gene","logFC","p_val","bonferroni","padj"
"1091","TTC3",-0.265583904698744,2.73158694987892e-08,3.02932992741572e-05,2.50357845240969e-07
"1092","BRWD1",-0.226721981683791,1.10566950001238e-07,0.000122618747551373,8.75848196795522e-07
"1094","U2AF1",0.144647329089294,9.67355677485e-07,0.00107279744633087,5.73454750403291e-06
"1102","MT-CO2",-0.243749420682354,6.40936501053313e-08,7.10798579668124e-05,5.22646014461856e-07
"1103","MT-ATP6",-0.240960222256911,6.4211952988728e-06,0.00712110558644993,3.04320751557689e-05
"1104","MT-CO3",-0.218653276349013,7.71623974858288e-07,0.000855730988117841,4.78062004535107e-06
"1105","MT-ND3",-0.553247613834431,4.11270182323244e-17,4.56098632196478e-14,3.25784737283198e-15
"1106","MT-ND4L",-0.670517233977138,9.60538537049833e-18,1.06523723758827e-14,1.06523723758827e-15
"1107","MT-ND4",-0.248106853082184,1.77887363169712e-08,1.9727708575521e-05,1.84371108182439e-07
"1108","MT-ND5",-0.277364342454156,1.93003337673496e-08,2.14040701479907e-05,1.95086181971074e-07
"1109","MT-CYB",-0.30325420752885,8.98346491891875e-09,9.9626625950809e-06,1.03777735365426e-07
