"","ID","Description","RichFactor","FoldEnrichment","p.adjust","qvalue","geneID","Count"
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response",0.108695652173913,6.83333333333333,0.0146008456845821,0.0118779326460499,"BST2/TMBIM6/CD96/NDFIP1/HLA-F",5
"GO:0021762","GO:0021762","substantia nigra development",0.108695652173913,6.83333333333333,0.0146008456845821,0.0118779326460499,"CALM1/LDHA/RHOA/YWHAQ/DYNLL1",5
"GO:0031960","GO:0031960","response to corticosteroid",0.0584415584415584,3.67402597402597,0.0148944764171618,0.0121168041566279,"MT-ND3/CYBA/FOS/GSTP1/CBX3/ZFP36L1/UBE2L3/ANXA1/HNRNPU",9
"GO:0042113","GO:0042113","B cell activation",0.0446735395189003,2.80847651775487,0.0148944764171618,0.0121168041566279,"MIF/ATM/IL7R/LGALS1/KLF6/TYROBP/BST2/BAX/IL2RG/ZFP36L1/NDFIP1/ITGB1/TNFAIP3",13
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",0.0857142857142857,5.38857142857143,0.0152860777577706,0.0124353757276409,"HLA-A/B2M/TYROBP/HLA-C/HLA-DRB1/HLA-F",6
"GO:0070585","GO:0070585","protein localization to mitochondrion",0.0857142857142857,5.38857142857143,0.0152860777577706,0.0124353757276409,"ISG15/HSP90AA1/TOMM7/BAX/TOMM5/TOMM20",6
"GO:0007008","GO:0007008","outer mitochondrial membrane organization",0.230769230769231,14.5076923076923,0.0174435650367365,0.0141905130078962,"TOMM7/TOMM5/TOMM20",3
"GO:0045471","GO:0045471","response to ethanol",0.0625,3.92916666666667,0.0175980500962953,0.0143161881346595,"MT-CO2/MT-ND4/MT-CYB/EEF2/EEF1B2/FOS/GSTP1/BIRC2",8
"GO:0031343","GO:0031343","positive regulation of cell killing",0.0821917808219178,5.16712328767123,0.0178760751104297,0.0145423642386432,"HLA-A/B2M/TYROBP/HLA-C/HLA-DRB1/HLA-F",6
"GO:0034341","GO:0034341","response to type II interferon",0.062015503875969,3.89870801033592,0.0178760751104297,0.0145423642386432,"GAPDH/IFITM2/CALM1/HLA-DPA1/BST2/IFITM1/VIM/ACTG1",8
"GO:0006979","GO:0006979","response to oxidative stress",0.0382775119617225,2.40637958532695,0.0186436413154529,0.015166786952341,"MT-ND3/ATM/CHCHD2/MT-ND5/CFL1/FOXP1/ARL6IP5/EEF2/TXN/PPIA/MT-CO1/FOS/GSTP1/PARK7/GPX4/TNFAIP3",16
"GO:0050870","GO:0050870","positive regulation of T cell activation",0.0449438202247191,2.82546816479401,0.0199775138328544,0.01625190546276,"HLA-A/B2M/IL7R/LGALS1/HLA-DPB1/HLA-DPA1/RHOA/HLA-DRB1/CORO1A/IL2RG/SMARCE1/ANXA1",12
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation",0.0404624277456647,2.54373795761079,0.0212320471235393,0.0172724807260626,"MIF/HLA-A/B2M/IL7R/LGALS1/TYROBP/HLA-DPB1/HLA-DPA1/RHOA/HLA-DRB1/CORO1A/IL2RG/SMARCE1/ANXA1",14
"GO:0046823","GO:0046823","negative regulation of nucleocytoplasmic transport",0.129032258064516,8.11182795698925,0.0214536356587866,0.0174527451952354,"TXN/UFM1/PARK7/YWHAB",4
"GO:0051051","GO:0051051","negative regulation of transport",0.0363247863247863,2.28361823361823,0.0214715633560814,0.0174673295546325,"B2M/CALM1/SVIP/ARL6IP5/TXN/CORO1A/YWHAQ/UFM1/TMBIM6/VAMP8/PARK7/NDFIP1/HLA-F/ANXA1/OAZ1/YWHAB/MCUB",17
"GO:0031640","GO:0031640","killing of cells of another organism",0.0592592592592593,3.72543209876543,0.0217170649866128,0.0176670475637768,"NKG7/GAPDH/GZMH/GZMM/GZMB/GZMK/GZMA/LYZ",8
"GO:0141061","GO:0141061","disruption of cell in another organism",0.0592592592592593,3.72543209876543,0.0217170649866128,0.0176670475637768,"NKG7/GAPDH/GZMH/GZMM/GZMB/GZMK/GZMA/LYZ",8
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential",0.0769230769230769,4.83589743589744,0.0224701279865859,0.0182796717764522,"IFI6/UBB/CLIC1/ARL6IP5/BAX/PARK7",6
"GO:0031348","GO:0031348","negative regulation of defense response",0.0415335463258786,2.61107561235357,0.0229839633705318,0.0186976819529526,"TMSB4X/ISG15/HLA-A/PCBP2/CST7/ASH1L/HLA-DRB1/GSTP1/CD96/CNOT7/NDFIP1/HLA-F/TNFAIP3",13
"GO:0000302","GO:0000302","response to reactive oxygen species",0.048780487804878,3.06666666666667,0.024186894337462,0.0196762782145467,"ATM/MT-ND5/CFL1/FOXP1/EEF2/TXN/FOS/GSTP1/PARK7/TNFAIP3",10
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization",0.0379746835443038,2.3873417721519,0.0245153670888627,0.0199434940526895,"TMSB4X/ARPC3/CIB1/PFDN5/CFL1/ARPC2/S100A10/RHOA/CORO1A/RICTOR/PARK7/BRK1/PFN1/CAPZB/ACTG1",15
"GO:0141188","GO:0141188","nucleic acid catabolic process",0.035490605427975,2.23117606123869,0.0252045864744999,0.0205041808524682,"CIRBP/ATM/ZC3HAV1/PABPC1/CSDE1/TNRC6B/EIF3E/NPM1/HNRNPD/BAX/POLR2G/CNOT7/VIM/ZFP36L1/ISG20/LSM5/HNRNPU",17
"GO:0043299","GO:0043299","leukocyte degranulation",0.0740740740740741,4.65679012345679,0.0255077195285806,0.0207507825957469,"NKG7/RAC2/ITGB2/CORO1A/VAMP8/HLA-F",6
"GO:0030162","GO:0030162","regulation of proteolysis",0.0376884422110553,2.36934673366834,0.025813210139448,0.020999302234833,"GAPDH/UBB/PSME1/PSME2/SVIP/CFL1/S100A10/EIF3H/ENO1/CSNK2B/NEDD8/CST3/PARK7/CSNK1A1/PRKACB",15
"GO:0032535","GO:0032535","regulation of cellular component size",0.038781163434903,2.43804247460757,0.0271374052454268,0.022076548075165,"TMSB4X/ARPC3/HSP90AA1/IL7R/CFL1/ARPC2/NPM1/RHOA/CORO1A/RICTOR/BRK1/BLOC1S1/PFN1/CAPZB",14
"GO:0032970","GO:0032970","regulation of actin filament-based process",0.0373134328358209,2.34577114427861,0.0275265380371639,0.0223931114572096,"TMSB4X/ARPC3/RHOG/CFL1/RAC2/ARPC2/S100A10/RHOA/CORO1A/BST2/RICTOR/BRK1/PFN1/CAPZB/ACTG1",15
