"","p_value","bonferroni_pval","fdr"
"FUS",1.74074389529168e-05,0.0342056175424816,9.5546417716429e-05
"PMAIP1",1.8965718266751e-05,0.0372676363941657,0.000103809572128595
"ALDOA",1.91516200739485e-05,0.0376329334453089,0.000104535926236969
"RSRC1",1.92421145005639e-05,0.0378107549936081,0.000104738933500299
"CSTB",1.94413987543001e-05,0.0382023485521997,0.000105531349591712
"CYSLTR1",1.95053769648784e-05,0.0383280657359861,0.000105586957950375
"HNRNPUL1",2.09546458686585e-05,0.041175879131914,0.000113120547065698
"IRF2BP2",2.12804700130352e-05,0.0418161235756141,0.00011456472212497
"LDHB",2.19452089196678e-05,0.0431223355271473,0.000117820588871987
"ARL6IP4",2.21405590116897e-05,0.0435061984579703,0.000118545499885478
"PLAAT4",2.2223699568467e-05,0.0436695696520377,0.000118667308837059
"ANP32B",2.29340340585384e-05,0.045065376925028,0.000122128392750753
"PAPOLA",2.35618866503328e-05,0.046299107267904,0.000125132722345686
"HIF1A",2.51972846954364e-05,0.0495126644265326,0.000133457316513565
